Designator,Mid X,Mid Y,Rotation,Layer
C1,99.0,-38.9,90.0,top
C2,98.75,-49.23,270.0,top
C3,101.75,-49.25,270.0,top
D1,87.97,-40.485,90.0,top
D2,89.0,-40.485,90.0,top
J1,95.02,-32.375,180.0,top
Q1,88.5,-46.75,90.0,top
R1,96.25,-38.5,270.0,top
R2,93.25,-38.5,270.0,top
R3,99.5,-44.35,0.0,top
R4,87.49,-39.0,0.0,top
R5,89.5,-39.0,180.0,top
R6,92.75,-48.75,180.0,top
R7,100.25,-48.75,0.0,top
U1,94.65,-43.725,180.0,top
U2,96.0,-48.75,180.0,top
